iter	Logloss
204	0.03126355917
205	0.03091743921
206	0.03071082526
207	0.03049188257
208	0.03023133627
209	0.02990914455
210	0.02959321679
211	0.02942546548
212	0.02921124842
213	0.02900539258
214	0.02873787332
215	0.02850996936
216	0.02826388761
217	0.02802095058
218	0.02785554416
219	0.02769698754
220	0.02741470138
221	0.02728038439
222	0.02707221565
223	0.02681780438
224	0.02648670127
225	0.02629329565
226	0.02614770763
227	0.02597672865
228	0.02577017223
229	0.02551034752
230	0.02541719716
231	0.02527085368
232	0.02516039741
233	0.02502475022
234	0.02492589691
235	0.02480965917
236	0.0246858385
237	0.02451186117
238	0.02434853497
239	0.0241215898
240	0.02387588011
241	0.02371071088
242	0.02357888088
243	0.0233878125
244	0.02328814671
245	0.02316879967
246	0.02299545037
247	0.02278964035
248	0.02272542512
249	0.02258162794
250	0.02240426867
251	0.02224619463
252	0.02210742699
253	0.02195667366
254	0.02184288715
255	0.02167631415
256	0.0215955936
257	0.02147731996
258	0.02134330702
259	0.021190524
260	0.02109946886
261	0.02097910017
262	0.02082631614
263	0.02071412719
264	0.0205930811
265	0.020475483
266	0.02042486794
267	0.02027606462
268	0.02013493652
269	0.01998580467
270	0.01991785502
271	0.0197588649
272	0.0196695483
273	0.01956508793
274	0.01943898653
275	0.0193322938
276	0.01921359926
277	0.0191521065
278	0.01906390424
279	0.01896607628
280	0.01886691199
281	0.018760876
282	0.01868505084
283	0.0185745024
284	0.01839217345
285	0.01830387371
286	0.0181657696
287	0.0180721746
288	0.01797506416
289	0.01788575582
290	0.01777723778
291	0.01767111045
292	0.01760042678
293	0.01751178681
294	0.01741124488
295	0.0172651419
296	0.0171905145
297	0.01712556812
298	0.01706366709
299	0.01702514031
300	0.01691372711
301	0.0168691156
302	0.01674020945
303	0.0166558382
304	0.01659641665
305	0.01652048726
306	0.01646890931
307	0.01636478561
308	0.0162443581
309	0.01612419698
310	0.0160120138
311	0.01596940276
312	0.01583736502
313	0.01580290364
314	0.01571820318
315	0.01564434416
316	0.01554547969
317	0.01550379831
318	0.01544894561
319	0.01538539831
320	0.01529855457
321	0.01526755959
322	0.01523391655
323	0.01519167922
324	0.01511466517
325	0.01500238362
326	0.01492683086
327	0.01478911561
328	0.01476353743
329	0.01468621606
330	0.0145669562
331	0.01448033824
332	0.01440588682
333	0.01432268177
334	0.01426135183
335	0.01418455234
336	0.01409470857
337	0.01400144023
338	0.01395212805
339	0.01390800585
340	0.01382390329
341	0.01376726194
342	0.01370048761
343	0.01365416573
344	0.01361085982
345	0.01354387326
346	0.01347820473
347	0.0134374952
348	0.01340725952
349	0.01337352012
350	0.01332828919
351	0.01326770213
352	0.01323946303
353	0.01316437827
354	0.01310133387
355	0.01297970916
356	0.01292126257
357	0.0128597012
358	0.01276639068
359	0.0127330389
360	0.01268459393
361	0.01261958278
362	0.0125662846
363	0.01251039305
364	0.01245442658
365	0.01237244009
366	0.01230719928
367	0.01227971065
368	0.0122436954
369	0.01216396047
370	0.01209206497
371	0.01205586588
372	0.01201559522
373	0.01197124618
374	0.01193763861
375	0.0118868799
376	0.01185701964
377	0.01182326947
378	0.01177561172
379	0.01174669837
380	0.01167145025
381	0.01162675619
382	0.01155949273
383	0.01150073252
384	0.01147203388
385	0.01144041962
386	0.01138752264
387	0.01134990701
388	0.01131462656
389	0.01125258441
390	0.01120337801
391	0.01114943583
392	0.01107809982
393	0.0110251176
394	0.01095362162
395	0.01091224798
396	0.01088068262
397	0.01082210757
398	0.01079108579
399	0.01075408901
400	0.01069928043
401	0.01067107074
402	0.01064081043
403	0.01061079479
404	0.01057390689
405	0.01052174812
406	0.01049683166
407	0.01045062812
408	0.01040203761
409	0.01036884683
410	0.01031380736
411	0.01028338911
412	0.01023884307
413	0.01019055897
414	0.01014955372
415	0.01011593543
416	0.01008042122
417	0.01003180175
418	0.009995744178
419	0.00997200305
420	0.009950302039
421	0.009918451378
422	0.00986939275
423	0.009814045944
424	0.009790551724
425	0.00974108703
426	0.00969871181
427	0.009654648232
428	0.009612238925
429	0.00958131061
430	0.00954867078
431	0.009513351547
432	0.009461559705
433	0.009440018377
434	0.009367409749
435	0.009349381836
436	0.009330597768
437	0.009291171671
438	0.009258087681
439	0.009239837788
440	0.009209678937
441	0.009178806522
442	0.00916560538
443	0.009128550083
444	0.009103073364
445	0.009073430868
446	0.009046845
447	0.00902870598
448	0.009008649107
449	0.008973523152
450	0.008955942269
451	0.008939529967
452	0.008892906211
453	0.0088687304
454	0.008841096735
455	0.008822839408
456	0.008795677243
457	0.008769096798
458	0.008731242258
459	0.008691570835
460	0.008652242603
461	0.008619813196
462	0.00859362502
463	0.008562554576
464	0.008545561865
465	0.008532566309
466	0.00851419553
467	0.008482482798
468	0.008435866262
469	0.008399517759
470	0.008377217937
471	0.008362757651
472	0.008327890456
473	0.008291280014
474	0.008263886774
475	0.008235517396
476	0.008204059065
477	0.008181988448
478	0.008162752821
479	0.008141812166
480	0.008110341291
481	0.008082461069
482	0.008063368431
483	0.00803686264
484	0.008017405323
485	0.007982805
486	0.007946226409
487	0.007923090024
488	0.007895085144
489	0.007859255346
490	0.007828297975
491	0.007828213732
492	0.007797253438
493	0.007778412871
494	0.007748366277
495	0.007728049283
496	0.007701609263
497	0.007674972831
498	0.007663157766
499	0.007639055369
